,RAW,FREQ,FULL_NAME,ADDRESS,LOC_TYPE,STREET,CITY,STATE,ZIP,COUNTY_SYSTEM,STATUS,
3272,SCENE 6344 S. H,1,,,,,,,,,,
3273,SCENE 6345 S. M,1,,,,,,,,,,
3274,SCENE 6347 N. R,1,,,,,,,,,,
3275,SCENE 6347 S WO,1,,,,,,,,,,
3276,SCENE 6347 S. M,1,,,,,,,,,,
3277,SCENE 6349 S EV,1,,,,,,,,,,
3278,SCENE 6349 S FR,1,,,,,,,,,,
3279,SCENE 6351 S HA,1,,,,,,,,,,
3280,SCENE 6352 S HA,1,,,,,,,,,,
3281,SCENE 6354 S HO,1,,,,,,,,,,
3282,SCENE 6359 S MA,1,,,,,,,,,,
3283,SCENE 636 E. 44,1,,,,,,,,,,
3284,SCENE 6363 JOLI,1,,,,,,,,,,
3285,SCENE 637 N SPR,1,,,,,,,,,,
3286,SCENE 639 N. TR,1,,,,,,,,,,
3287,SCENE 64 N. CEN,1,,,,,,,,,,
3288,SCENE 640 E. 62,1,,,,,,,,,,
3289,SCENE 6400 S AL,1,,,,,,,,,,
3290,SCENE 6400 S LA,1,,,,,,,,,,
3291,SCENE 6400 S SA,1,,,,,,,,,,
3292,SCENE 6400 SOUT,1,,,,,,,,,,
3293,SCENE 6404 S. W,1,,,,,,,,,,
3294,SCENE 6407 S.EB,1,,,,,,,,,,
3295,SCENE 6408 S DO,1,,,,,,,,,,
3296,SCENE 6408 SOUT,1,,,,,,,,,,
3297,SCENE 6411 S. E,1,,,,,,,,,,
3298,SCENE 6415 S. F,1,,,,,,,,,,
3299,SCENE 6416 S AB,1,,,,,,,,,,
3300,SCENE 6417 S OA,1,,,,,,,,,,
3301,SCENE 6418 S. R,1,,,,,,,,,,
3302,SCENE 6419 S. F,1,,,,,,,,,,
3303,SCENE 6421 S WO,1,,,,,,,,,,
3304,SCENE 6422 S EG,1,,,,,,,,,,
3305,SCENE 6424 W. B,1,,,,,,,,,,
3306,SCENE 643 E. 46,1,,,,,,,,,,
3307,SCENE 6430 S GR,1,,,,,,,,,,
3308,SCENE 6433 SOUT,1,,,,,,,,,,
3309,SCENE 6435 S. M,1,,,,,,,,,,
3310,SCENE 6436 NORT,1,,,,,,,,,,
3311,SCENE 6436 S RI,1,,,,,,,,,,
3312,SCENE 6438 S WO,1,,,,,,,,,,
3313,SCENE 644 N SPR,1,,,,,,,,,,
3314,SCENE 644 W. LA,1,,,,,,,,,,
3315,SCENE 6443 S YA,1,,,,,,,,,,
3316,SCENE 6444 S. L,1,,,,,,,,,,
3317,SCENE 6446 S AR,1,,,,,,,,,,
3318,SCENE 6448 S DR,1,,,,,,,,,,
3319,SCENE 6448 W 83,1,,,,,,,,,,
3320,SCENE 6448 W. 8,1,,,,,,,,,,
3321,SCENE 6449 N DI,1,,,,,,,,,,
3322,SCENE 6457 S ST,1,,,,,,,,,,
3323,SCENE 6459 S JU,1,,,,,,,,,,
3324,SCENE 649 EAST,1,,,,,,,,,,
3325,SCENE 650 N. AL,1,,,,,,,,,,
3326,SCENE 6500 S PE,1,,,,,,,,,,
3327,SCENE 6500 S SA,1,,,,,,,,,,
3328,SCENE 6500 S. W,1,,,,,,,,,,
3329,SCENE 6500S. TR,1,,,,,,,,,,
3330,SCENE 6501 SOUT,1,,,,,,,,,,
3331,SCENE 6505 S HO,1,,,,,,,,,,
3332,SCENE 6505 W CA,1,,,,,,,,,,
3333,SCENE 6505 W. 1,1,,,,,,,,,,
3334,SCENE 6506 SANG,1,,,,,,,,,,
3335,SCENE 6509 S LA,1,,,,,,,,,,
3336,SCENE 652 N SPR,1,,,,,,,,,,
3337,SCENE 652 W. 13,1,,,,,,,,,,
3338,SCENE 6522 S AB,1,,,,,,,,,,
3339,SCENE 6523 S BI,1,,,,,,,,,,
3340,SCENE 6525 S. L,1,,,,,,,,,,
3341,SCENE 6528 S YA,1,,,,,,,,,,
3342,SCENE 6529 S. S,1,,,,,,,,,,
3343,SCENE 6530 S DA,1,,,,,,,,,,
3344,SCENE 6532 S RO,1,,,,,,,,,,
3345,SCENE 6540 S. K,1,,,,,,,,,,
3346,SCENE 6541 S SE,1,,,,,,,,,,
3347,SCENE 6546 S. M,1,,,,,,,,,,
3348,SCENE 6548 S IN,1,,,,,,,,,,
3349,SCENE 6549 SOUT,1,,,,,,,,,,
3350,SCENE 655 W 65T,1,,,,,,,,,,
3351,SCENE 6550 S GR,1,,,,,,,,,,
3352,SCENE 6552 S AB,1,,,,,,,,,,
3353,SCENE 6553 S CA,1,,,,,,,,,,
3354,SCENE 6558 ROS,1,,,,,,,,,,
3355,SCENE 656 E. 51,1,,,,,,,,,,
3356,SCENE 6565 S.,1,,,,,,,,,,
3357,SCENE 6565 S. Y,1,,,,,,,,,,
3358,SCENE 658 E.42N,1,,,,,,,,,,
3359,SCENE 66 E 70TH,1,,,,,,,,,,
3360,SCENE 6601 S. S,1,,,,,,,,,,
3361,SCENE 6602 W WE,1,,,,,,,,,,
3362,SCENE 6604 S MA,1,,,,,,,,,,
3363,SCENE 6608 S. E,1,,,,,,,,,,
3364,SCENE 6609 S. W,1,,,,,,,,,,
3365,SCENE 6616 S. O,1,,,,,,,,,,
3366,SCENE 6617 S.,1,,,,,,,,,,
3367,SCENE 6620 S. U,1,,,,,,,,,,
3368,SCENE 6628 S JU,1,,,,,,,,,,
3369,SCENE 6629 S HO,1,,,,,,,,,,
3370,SCENE 6629 SOUT,1,,,,,,,,,,
3371,SCENE 6632 SOUT,1,,,,,,,,,,
3372,SCENE 6635 S LO,1,,,,,,,,,,
3373,SCENE 6635 SOUT,1,,,,,,,,,,
3374,SCENE 6639 S RH,1,,,,,,,,,,
3375,SCENE 6640 S EL,1,,,,,,,,,,
3376,SCENE 6644 S WI,1,,,,,,,,,,
3377,SCENE 6646 S MI,1,,,,,,,,,,
3378,SCENE 6647 S BE,1,,,,,,,,,,
3379,SCENE 6650 SOUT,1,,,,,,,,,,
3380,SCENE 6659 S MA,1,,,,,,,,,,
3381,SCENE 6659 S RH,1,,,,,,,,,,
3382,SCENE 666 E 50T,1,,,,,,,,,,
3383,SCENE 6700 S JE,1,,,,,,,,,,
3384,SCENE 6700 S LA,1,,,,,,,,,,
3385,SCENE 6703 S ME,1,,,,,,,,,,
3386,SCENE 6708 SOUT,1,,,,,,,,,,
3387,SCENE 6709 S. G,1,,,,,,,,,,
3388,SCENE 6710 S. I,1,,,,,,,,,,
3389,SCENE 6724 S CH,1,,,,,,,,,,
3390,SCENE 6725 S CH,1,,,,,,,,,,
3391,SCENE 6727 S EV,1,,,,,,,,,,
3392,SCENE 6728 S. E,1,,,,,,,,,,
3393,SCENE 6732 S. O,1,,,,,,,,,,
3394,SCENE 6735 S CL,1,,,,,,,,,,
3395,SCENE 6735 S JU,1,,,,,,,,,,
3396,SCENE 6735 S MA,1,,,,,,,,,,
3397,SCENE 6735 SOUT,1,,,,,,,,,,
3398,SCENE 6739 S MO,1,,,,,,,,,,
3399,SCENE 6741 S JE,1,,,,,,,,,,
3400,SCENE 6741 S. H,1,,,,,,,,,,
3401,SCENE 6741 S. P,1,,,,,,,,,,
3402,SCENE 6746 S. N,1,,,,,,,,,,
3403,SCENE 6747 S WA,1,,,,,,,,,,
3404,SCENE 6757 S PA,1,,,,,,,,,,
3405,SCENE 6759 S AR,1,,,,,,,,,,
3406,SCENE 6759 S PE,1,,,,,,,,,,
3407,SCENE 6759 S. C,1,,,,,,,,,,
3408,SCENE 6759 SOUT,1,,,,,,,,,,
3409,SCENE 676 DOUGL,1,,,,,,,,,,
3410,SCENE 67TH SEEL,1,,,,,,,,,,
3411,SCENE 6800 S EA,1,,,,,,,,,,
3412,SCENE 6800 W VO,1,,,,,,,,,,
3413,SCENE 6802 W. 8,1,,,,,,,,,,
3414,SCENE 6804 S. J,1,,,,,,,,,,
3415,SCENE 6808 S GR,1,,,,,,,,,,
3416,SCENE 6808 S JU,1,,,,,,,,,,
3417,SCENE 6812 S PR,1,,,,,,,,,,
3418,SCENE 6812 S. N,1,,,,,,,,,,
3419,SCENE 6814 N LA,1,,,,,,,,,,
3420,SCENE 6815 S. I,1,,,,,,,,,,
3421,SCENE 6817 W CA,1,,,,,,,,,,
3422,SCENE 6818 S ST,1,,,,,,,,,,
3423,SCENE 6818 S. M,1,,,,,,,,,,
3424,SCENE 6822 S NO,1,,,,,,,,,,
3425,SCENE 6824 SOUT,1,,,,,,,,,,
3426,SCENE 6826 S CR,1,,,,,,,,,,
3427,SCENE 6826 S. C,1,,,,,,,,,,
3428,SCENE 6829 S CA,1,,,,,,,,,,
3429,SCENE 6829 S HA,1,,,,,,,,,,
3430,SCENE 6830 S. H,1,,,,,,,,,,
3431,SCENE 6830 S. L,1,,,,,,,,,,
3432,SCENE 6830 S. P,1,,,,,,,,,,
3433,SCENE 6831 S JU,1,,,,,,,,,,
3434,SCENE 6834 S PE,1,,,,,,,,,,
3435,SCENE 6835 S LA,1,,,,,,,,,,
3436,SCENE 6838 S KE,1,,,,,,,,,,
3437,SCENE 6840 S. P,1,,,,,,,,,,
3438,SCENE 6850 S. R,1,,,,,,,,,,
3439,SCENE 6851 SOUT,1,,,,,,,,,,
3440,SCENE 6852 S CA,1,,,,,,,,,,
3441,SCENE 6853 S. M,1,,,,,,,,,,
3442,SCENE 6858 S. S,1,,,,,,,,,,
3443,SCENE 6900 S CR,1,,,,,,,,,,
3444,SCENE 6901 S WE,1,,,,,,,,,,
3445,SCENE 6903 S CA,1,,,,,,,,,,
3446,SCENE 6904 S DO,1,,,,,,,,,,
3447,SCENE 6911 S PA,1,,,,,,,,,,
3448,SCENE 6919 S VE,1,,,,,,,,,,
3449,SCENE 6920 S LO,1,,,,,,,,,,
3450,SCENE 6920 S RA,1,,,,,,,,,,
3451,SCENE 6920 S. C,1,,,,,,,,,,
3452,SCENE 6922 ELIZ,1,,,,,,,,,,
3453,SCENE 6923 S. S,1,,,,,,,,,,
3454,SCENE 6923 SOUT,1,,,,,,,,,,
3455,SCENE 6925 S EM,1,,,,,,,,,,
3456,SCENE 6927 S AD,1,,,,,,,,,,
3457,SCENE 6928 S WA,1,,,,,,,,,,
3458,SCENE 6928 S. C,1,,,,,,,,,,
3459,SCENE 6928 S. M,1,,,,,,,,,,
3460,SCENE 6932 W PA,1,,,,,,,,,,
3461,SCENE 6933 S CO,1,,,,,,,,,,
3462,SCENE 6936 S. K,1,,,,,,,,,,
3463,SCENE 6936 SOUT,1,,,,,,,,,,
3464,SCENE 6937 SOUT,1,,,,,,,,,,
3465,SCENE 6938 -40,1,,,,,,,,,,
3466,SCENE 6939 SOUT,1,,,,,,,,,,
3467,SCENE 6941 SOUT,1,,,,,,,,,,
3468,SCENE 6942 S CO,1,,,,,,,,,,
3469,SCENE 6947 S.,1,,,,,,,,,,
3470,SCENE 6948 S RA,1,,,,,,,,,,
3471,SCENE 6949 S AD,1,,,,,,,,,,
3472,SCENE 6950 S. P,1,,,,,,,,,,
3473,SCENE 6952 SOUT,1,,,,,,,,,,
3474,SCENE 6954 S DA,1,,,,,,,,,,
3475,SCENE 6958 S TH,1,,,,,,,,,,
3476,SCENE 700 ALBIO,1,,,,,,,,,,
3477,SCENE 700 E. 91,1,,,,,,,,,,
3478,SCENE 700 FORES,1,,,,,,,,,,
3479,SCENE 700 LOCUS,1,,,,,,,,,,
3480,SCENE 700 S.WES,1,,,,,,,,,,
3481,SCENE 7000 S PR,1,,,,,,,,,,
3482,SCENE 7001 S SA,1,,,,,,,,,,
3483,SCENE 7004 S OG,1,,,,,,,,,,
3484,SCENE 7005 N. T,1,,,,,,,,,,
3485,SCENE 7005 SOUT,1,,,,,,,,,,
3486,SCENE 7007 S EG,1,,,,,,,,,,
3487,SCENE 7007 S HE,1,,,,,,,,,,
3488,SCENE 7009 S GR,1,,,,,,,,,,
3489,SCENE 701 NORTH,1,,,,,,,,,,
3490,SCENE 7017 SOUT,1,,,,,,,,,,
3491,SCENE 7018 S. P,1,,,,,,,,,,
3492,SCENE 7019 S YA,1,,,,,,,,,,
3493,SCENE 7019 S. Y,1,,,,,,,,,,
3494,SCENE 7022 S SH,1,,,,,,,,,,
3495,SCENE 7026 S. W,1,,,,,,,,,,
3496,SCENE 7027 S MI,1,,,,,,,,,,
3497,SCENE 7029 N CL,1,,,,,,,,,,
3498,SCENE 7029 S AD,1,,,,,,,,,,
3499,SCENE 703 S KIL,1,,,,,,,,,,
3500,SCENE 7031 S DO,1,,,,,,,,,,
3501,SCENE 7035 SOUT,1,,,,,,,,,,
3502,SCENE 7038 S CA,1,,,,,,,,,,
3503,SCENE 7039 SFAI,1,,,,,,,,,,
3504,SCENE 7039 SOUT,1,,,,,,,,,,
3505,SCENE 704 N RID,1,,,,,,,,,,
3506,SCENE 704 S IND,1,,,,,,,,,,
3507,SCENE 7041 S EB,1,,,,,,,,,,
3508,SCENE 7041 S. J,1,,,,,,,,,,
3509,SCENE 7044 N CL,1,,,,,,,,,,
3510,SCENE 7044 SOUT,1,,,,,,,,,,
3511,SCENE 705 E 43R,1,,,,,,,,,,
3512,SCENE 7053 S ST,1,,,,,,,,,,
3513,SCENE 7056 NORT,1,,,,,,,,,,
3514,SCENE 7057 S  C,1,,,,,,,,,,
3515,SCENE 7058 S BE,1,,,,,,,,,,
3516,SCENE 7058 S PA,1,,,,,,,,,,
3517,SCENE 709 N HAR,1,,,,,,,,,,
3518,SCENE 709 N SAC,1,,,,,,,,,,
3519,SCENE 710 E 83R,1,,,,,,,,,,
3520,SCENE 7100 S CH,1,,,,,,,,,,
3521,SCENE 7100 S CO,1,,,,,,,,,,
3522,SCENE 7101 S RH,1,,,,,,,,,,
3523,SCENE 7101 S S,1,,,,,,,,,,
3524,SCENE 7101 S. H,1,,,,,,,,,,
3525,SCENE 7102 S. J,1,,,,,,,,,,
3526,SCENE 7103 S. W,1,,,,,,,,,,
3527,SCENE 7106 S RI,1,,,,,,,,,,
3528,SCENE 7107 N. C,1,,,,,,,,,,
3529,SCENE 711 W. 59,1,,,,,,,,,,
3530,SCENE 7111 S EG,1,,,,,,,,,,
3531,SCENE 7111 S WE,1,,,,,,,,,,
3532,SCENE 7114 S VI,1,,,,,,,,,,
3533,SCENE 7118 S MI,1,,,,,,,,,,
3534,SCENE 7118 W HI,1,,,,,,,,,,
3535,SCENE 712 E 87T,1,,,,,,,,,,
3536,SCENE 712 S WAS,1,,,,,,,,,,
3537,SCENE 7121 S BE,1,,,,,,,,,,
3538,SCENE 7121 S RI,1,,,,,,,,,,
3539,SCENE 7122 S VI,1,,,,,,,,,,
3540,SCENE 7124 S PA,1,,,,,,,,,,
3541,SCENE 7125 S. H,1,,,,,,,,,,
3542,SCENE 7125 SOUT,1,,,,,,,,,,
3543,SCENE 7128 S MA,1,,,,,,,,,,
3544,SCENE 7129 S CH,1,,,,,,,,,,
3545,SCENE 7130 S. J,1,,,,,,,,,,
3546,SCENE 7137 S GR,1,,,,,,,,,,
3547,SCENE 714 S. KE,1,,,,,,,,,,
3548,SCENE 7140 S. K,1,,,,,,,,,,
3549,SCENE 7142 SOUT,1,,,,,,,,,,
3550,SCENE 7145 HERM,1,,,,,,,,,,
3551,SCENE 7147 S CA,1,,,,,,,,,,
3552,SCENE 7148 S VI,1,,,,,,,,,,
3553,SCENE 7150 S. P,1,,,,,,,,,,
3554,SCENE 7151 W 18,1,,,,,,,,,,
3555,SCENE 7156 SOUT,1,,,,,,,,,,
3556,SCENE 7158 SOUT,1,,,,,,,,,,
3557,SCENE 7159 S BE,1,,,,,,,,,,
3558,SCENE 716 E 79T,1,,,,,,,,,,
3559,SCENE 716 MONRO,1,,,,,,,,,,
3560,SCENE 716 SOUH,1,,,,,,,,,,
3561,SCENE 716 W. 66,1,,,,,,,,,,
3562,SCENE 719 NORTH,1,,,,,,,,,,
3563,SCENE 7193 WEST,1,,,,,,,,,,
3564,SCENE 720 E. 79,1,,,,,,,,,,
3565,SCENE 720 W 61S,1,,,,,,,,,,
3566,SCENE 720 W. 70,1,,,,,,,,,,
3567,SCENE 7200 S BI,1,,,,,,,,,,
3568,SCENE 7200 S HA,1,,,,,,,,,,
3569,SCENE 7200 S. M,1,,,,,,,,,,
3570,SCENE 7202 S. I,1,,,,,,,,,,
3571,SCENE 7207 SOUT,1,,,,,,,,,,
3572,SCENE 721 E 103,1,,,,,,,,,,
3573,SCENE 7211 S SA,1,,,,,,,,,,
3574,SCENE 7217 S CA,1,,,,,,,,,,
3575,SCENE 7219 S AR,1,,,,,,,,,,
3576,SCENE 722 OAK S,1,,,,,,,,,,
3577,SCENE 722 W 87T,1,,,,,,,,,,
3578,SCENE 7220 S EX,1,,,,,,,,,,
3579,SCENE 7220 S. M,1,,,,,,,,,,
3580,SCENE 7221 S CA,1,,,,,,,,,,
3581,SCENE 7221 S MA,1,,,,,,,,,,
3582,SCENE 7221 S MO,1,,,,,,,,,,
3583,SCENE 7222 S. R,1,,,,,,,,,,
3584,SCENE 723 W 64T,1,,,,,,,,,,
3585,SCENE 7230 S. W,1,,,,,,,,,,
3586,SCENE 7231 S RA,1,,,,,,,,,,
3587,SCENE 7237 S RI,1,,,,,,,,,,
3588,SCENE 7238 S CO,1,,,,,,,,,,
3589,SCENE 724 E 91S,1,,,,,,,,,,
3590,SCENE 7244 S. P,1,,,,,,,,,,
3591,SCENE 725 E 79T,1,,,,,,,,,,
3592,SCENE 725 W 53R,1,,,,,,,,,,
3593,SCENE 7250 N KE,1,,,,,,,,,,
3594,SCENE 7253 SOUT,1,,,,,,,,,,
3595,SCENE 7254 S MO,1,,,,,,,,,,
3596,SCENE 7254 S. J,1,,,,,,,,,,
3597,SCENE 727 E 50T,1,,,,,,,,,,
3598,SCENE 728  E 10,1,,,,,,,,,,
3599,SCENE 729 N. PI,1,,,,,,,,,,
3600,SCENE 730 W 21S,1,,,,,,,,,,
3601,SCENE 7300 S. K,1,,,,,,,,,,
3602,SCENE 7301 S WI,1,,,,,,,,,,
3603,SCENE 7308 S EM,1,,,,,,,,,,
3604,SCENE 731 E. 50,1,,,,,,,,,,
3605,SCENE 7311 E 69,1,,,,,,,,,,
3606,SCENE 732 E 133,1,,,,,,,,,,
3607,SCENE 732 N AUS,1,,,,,,,,,,
3608,SCENE 732 N. HA,1,,,,,,,,,,
3609,SCENE 733 E 132,1,,,,,,,,,,
3610,SCENE 733 E 92N,1,,,,,,,,,,
3611,SCENE 733 N. GR,1,,,,,,,,,,
3612,SCENE 733 W. 17,1,,,,,,,,,,
3613,SCENE 7330 S WA,1,,,,,,,,,,
3614,SCENE 7333 S. L,1,,,,,,,,,,
3615,SCENE 7335 S. M,1,,,,,,,,,,
3616,SCENE 7338 WABA,1,,,,,,,,,,
3617,SCENE 734 E 103,1,,,,,,,,,,
3618,SCENE 734 N CIC,1,,,,,,,,,,
3619,SCENE 734 N HOM,1,,,,,,,,,,
3620,SCENE 7340 S RI,1,,,,,,,,,,
3621,SCENE 7344 S. E,1,,,,,,,,,,
3622,SCENE 7345 S. S,1,,,,,,,,,,
3623,SCENE 7347 S. 8,1,,,,,,,,,,
3624,SCENE 7348 S HA,1,,,,,,,,,,
3625,SCENE 7349 S OA,1,,,,,,,,,,
3626,SCENE 735 NORTH,1,,,,,,,,,,
3627,SCENE 735 SOUTH,1,,,,,,,,,,
3628,SCENE 7351 N PA,1,,,,,,,,,,
3629,SCENE 7354 S WA,1,,,,,,,,,,
3630,SCENE 7356 S DO,1,,,,,,,,,,
3631,SCENE 7358 S. W,1,,,,,,,,,,
3632,SCENE 7359 S PR,1,,,,,,,,,,
3633,SCENE 7380 N DA,1,,,,,,,,,,
3634,SCENE 739 E.87T,1,,,,,,,,,,
3635,SCENE 740 E 61,1,,,,,,,,,,
3636,SCENE 740 S KOS,1,,,,,,,,,,
3637,SCENE 7400 S KI,1,,,,,,,,,,
3638,SCENE 7400 S RA,1,,,,,,,,,,
3639,SCENE 7400 S. C,1,,,,,,,,,,
3640,SCENE 7403 S. H,1,,,,,,,,,,
3641,SCENE 7406 S. K,1,,,,,,,,,,
3642,SCENE 741 E BOW,1,,,,,,,,,,
3643,SCENE 7415 S KI,1,,,,,,,,,,
3644,SCENE 742 NORTH,1,,,,,,,,,,
3645,SCENE 7422 S PE,1,,,,,,,,,,
3646,SCENE 7423 S EV,1,,,,,,,,,,
3647,SCENE 7423 S YA,1,,,,,,,,,,
3648,SCENE 7425 S DO,1,,,,,,,,,,
3649,SCENE 7425 S NO,1,,,,,,,,,,
3650,SCENE 7425 S WE,1,,,,,,,,,,
3651,SCENE 7427 S WE,1,,,,,,,,,,
3652,SCENE 743 N SPR,1,,,,,,,,,,
3653,SCENE 743 W 49T,1,,,,,,,,,,
3654,SCENE 7430 N. P,1,,,,,,,,,,
3655,SCENE 7430 S SA,1,,,,,,,,,,
3656,SCENE 7431 S KI,1,,,,,,,,,,
3657,SCENE 7431 S ME,1,,,,,,,,,,
3658,SCENE 7438 SOUT,1,,,,,,,,,,
3659,SCENE 744 WEST,1,,,,,,,,,,
3660,SCENE 7440 S OG,1,,,,,,,,,,
3661,SCENE 7440 S PR,1,,,,,,,,,,
3662,SCENE 7444 S EM,1,,,,,,,,,,
3663,SCENE 7445 S EB,1,,,,,,,,,,
3664,SCENE 7445 SOUT,1,,,,,,,,,,
3665,SCENE 7447 S PA,1,,,,,,,,,,
3666,SCENE 7449 S. C,1,,,,,,,,,,
3667,SCENE 7450 S. K,1,,,,,,,,,,
3668,SCENE 747 E 92N,1,,,,,,,,,,
3669,SCENE 748 E 89T,1,,,,,,,,,,
3670,SCENE 748 N LAW,1,,,,,,,,,,
3671,SCENE 748 W. IR,1,,,,,,,,,,
3672,SCENE 749 TRACE,1,,,,,,,,,,
3673,SCENE 750 N. DE,1,,,,,,,,,,
3674,SCENE 750 W ALG,1,,,,,,,,,,
3675,SCENE 7500 S CO,1,,,,,,,,,,
3676,SCENE 7500 S. M,1,,,,,,,,,,
3677,SCENE 7501 S. H,1,,,,,,,,,,
3678,SCENE 7509 S CO,1,,,,,,,,,,
3679,SCENE 751 W 61S,1,,,,,,,,,,
3680,SCENE 7511 S KI,1,,,,,,,,,,
3681,SCENE 7512 N. G,1,,,,,,,,,,
3682,SCENE 7516 S AB,1,,,,,,,,,,
3683,SCENE 7516 S VE,1,,,,,,,,,,
3684,SCENE 7517 SOUT,1,,,,,,,,,,
3685,SCENE 7519 S GR,1,,,,,,,,,,
3686,SCENE 752 FRANC,1,,,,,,,,,,
3687,SCENE 752 N CEN,1,,,,,,,,,,
3688,SCENE 7520 S HA,1,,,,,,,,,,
3689,SCENE 7524 S. U,1,,,,,,,,,,
3690,SCENE 7530 S PA,1,,,,,,,,,,
3691,SCENE 7532 S MA,1,,,,,,,,,,
3692,SCENE 7533 S. K,1,,,,,,,,,,
3693,SCENE 7543 S SA,1,,,,,,,,,,
3694,SCENE 7547 S GR,1,,,,,,,,,,
3695,SCENE 755 E 76T,1,,,,,,,,,,
3696,SCENE 7550 S RI,1,,,,,,,,,,
3697,SCENE 756 N HAM,1,,,,,,,,,,
3698,SCENE 7563 NORT,1,,,,,,,,,,
3699,SCENE 757 SOUTH,1,,,,,,,,,,
3700,SCENE 76 EAST 1,1,,,,,,,,,,
3701,SCENE 7600 N. S,1,,,,,,,,,,
3702,SCENE 7600 S AL,1,,,,,,,,,,
3703,SCENE 7600 S PA,1,,,,,,,,,,
3704,SCENE 7606 S. U,1,,,,,,,,,,
3705,SCENE 7609 S. H,1,,,,,,,,,,
3706,SCENE 7616 SOUT,1,,,,,,,,,,
3707,SCENE 7619 S PA,1,,,,,,,,,,
3708,SCENE 7620 S EM,1,,,,,,,,,,
3709,SCENE 7621 S GR,1,,,,,,,,,,
3710,SCENE 7625 S W,1,,,,,,,,,,
3711,SCENE 7626 S CO,1,,,,,,,,,,
3712,SCENE 7628 S. E,1,,,,,,,,,,
3713,SCENE 7638 S CO,1,,,,,,,,,,
3714,SCENE 764 E 131,1,,,,,,,,,,
3715,SCENE 7641 S DR,1,,,,,,,,,,
3716,SCENE 7641 S. B,1,,,,,,,,,,
3717,SCENE 7649 S EM,1,,,,,,,,,,
3718,SCENE 7652 EGGL,1,,,,,,,,,,
3719,SCENE 7655 S. P,1,,,,,,,,,,
3720,SCENE 7700 S PE,1,,,,,,,,,,
3721,SCENE 7700 S SO,1,,,,,,,,,,
3722,SCENE 7700 S ST,1,,,,,,,,,,
3723,SCENE 7701 S PA,1,,,,,,,,,,
3724,SCENE 7704 S. H,1,,,,,,,,,,
3725,SCENE 7708 SOUT,1,,,,,,,,,,
3726,SCENE 7712 S SH,1,,,,,,,,,,
3727,SCENE 7717 S HO,1,,,,,,,,,,
3728,SCENE 7721 SOUT,1,,,,,,,,,,
3729,SCENE 7728 S AS,1,,,,,,,,,,
3730,SCENE 7730 S CA,1,,,,,,,,,,
3731,SCENE 7735 SKED,1,,,,,,,,,,
3732,SCENE 7736 S WI,1,,,,,,,,,,
3733,SCENE 7739  W C,1,,,,,,,,,,
3734,SCENE 7742 S CA,1,,,,,,,,,,
3735,SCENE 7744 S RH,1,,,,,,,,,,
3736,SCENE 7755 S CA,1,,,,,,,,,,
3737,SCENE 7755 S PE,1,,,,,,,,,,
3738,SCENE 7759 S UN,1,,,,,,,,,,
3739,SCENE 7801 S HE,1,,,,,,,,,,
3740,SCENE 7801 S. W,1,,,,,,,,,,
3741,SCENE 7801 SOUT,1,,,,,,,,,,
3742,SCENE 7804 SOUT,1,,,,,,,,,,
3743,SCENE 7807 S. U,1,,,,,,,,,,
3744,SCENE 7810 S MA,1,,,,,,,,,,
3745,SCENE 7812 S LA,1,,,,,,,,,,
3746,SCENE 7812 S NO,1,,,,,,,,,,
3747,SCENE 7818  S W,1,,,,,,,,,,
3748,SCENE 7818 S WO,1,,,,,,,,,,
3749,SCENE 7819 S CA,1,,,,,,,,,,
3750,SCENE 7820 S SH,1,,,,,,,,,,
3751,SCENE 7826 S MA,1,,,,,,,,,,
3752,SCENE 7830 S SA,1,,,,,,,,,,
3753,SCENE 7830 S. Y,1,,,,,,,,,,
3754,SCENE 7832 S IN,1,,,,,,,,,,
3755,SCENE 7834 S. G,1,,,,,,,,,,
3756,SCENE 7835 W WI,1,,,,,,,,,,
3757,SCENE 7842 S WI,1,,,,,,,,,,
3758,SCENE 7847 S DO,1,,,,,,,,,,
3759,SCENE 7848 W.FR,1,,,,,,,,,,
3760,SCENE 7850 S EM,1,,,,,,,,,,
3761,SCENE 7850 S VE,1,,,,,,,,,,
3762,SCENE 7855 SOUT,1,,,,,,,,,,
3763,SCENE 7858 S. W,1,,,,,,,,,,
3764,SCENE 7859 S. L,1,,,,,,,,,,
3765,SCENE 7900 S WE,1,,,,,,,,,,
3766,SCENE 7900 S. E,1,,,,,,,,,,
3767,SCENE 7900 S.ES,1,,,,,,,,,,
3768,SCENE 7900 SOUT,1,,,,,,,,,,
3769,SCENE 7904 S VI,1,,,,,,,,,,
3770,SCENE 7907 S LA,1,,,,,,,,,,
3771,SCENE 7907 SOUT,1,,,,,,,,,,
3772,SCENE 7909 S OG,1,,,,,,,,,,
3773,SCENE 7910 S TR,1,,,,,,,,,,
3774,SCENE 7913 S. H,1,,,,,,,,,,
3775,SCENE 7914 S. C,1,,,,,,,,,,
3776,SCENE 7915 S. A,1,,,,,,,,,,
3777,SCENE 7915 S. C,1,,,,,,,,,,
3778,SCENE 7919 S WI,1,,,,,,,,,,
3779,SCENE 7920 S. P,1,,,,,,,,,,
3780,SCENE 7921 S PA,1,,,,,,,,,,
3781,SCENE 7922 S MA,1,,,,,,,,,,
3782,SCENE 7925 S WO,1,,,,,,,,,,
3783,SCENE 7929 S SH,1,,,,,,,,,,
3784,SCENE 7929 S ST,1,,,,,,,,,,
3785,SCENE 7930 S. G,1,,,,,,,,,,
